gene_stable_id,gene_name
ENSG00000117862,TXNDC12
ENSG00000164338,UTP15
ENSG00000145041,VPRBP
ENSG00000196081,ZNF724P
ENSG00000244405,ETV5
ENSG00000160199,PKNOX1
ENSG00000134250,NOTCH2
ENSG00000151247,EIF4E
ENSG00000109920,FNBP4
ENSG00000100941,PNN
ENSG00000164190,NIPBL
ENSG00000006125,AP2B1
ENSG00000137936,BCAR3
ENSG00000168806,LCMT2
ENSG00000096093,EFHC1
ENSG00000145088,EAF2
ENSG00000108306,FBXL20
ENSG00000181274,FRAT2
ENSG00000142166,IFNAR1
ENSG00000185946,RNPC3
ENSG00000177853,ZNF518A
ENSG00000113369,ARRDC3
ENSG00000204569,PPP1R10
ENSG00000107758,PPP3CB
ENSG00000198466,ZNF587
ENSG00000179604,CDC42EP4
ENSG00000115267,IFIH1
ENSG00000003402,CFLAR
ENSG00000141682,PMAIP1
ENSG00000116717,GADD45A
ENSG00000164331,ANKRA2
ENSG00000164938,TP53INP1
ENSG00000106462,EZH2
ENSG00000081320,STK17B
ENSG00000215784,FAM72D
